machine_id,Coolant_level,Electrical_supply_voltage,Electrical_supply_current,Compressed_air_flow_rate,Compressed_air_pressure,Compressed_air_temperature,Through_spindle_coolant_pressure,Through_spindle_coolant_flow,Flood_coolant_flow,Coolant_temperature,Coolant_Acidity,Spindle_speed,Servo_motor_vibration,Servo_motor_torque,Coolant_dilution,Ballscrew_strain,Process_sound_monitoring,Spindle_vibration,Target_1
538d347c-6e9e-4e56-aab9-7cac30c623d9,144,217.4,50,33.7,5.7,45.9,978.7,365.8,139.6,48,8.6,5198.5,3.2,49.9,31.5,18.2,46.2,12.9,0
28ae37b5-bdb7-4c89-81f3-1782f1c1ee0d,57,217,15.5,35.5,7,77.9,244.3,332.3,361.8,11.7,6.3,8729.8,4.6,86.6,67.1,14.4,44.6,7.3,0
3b5f3fd8-77de-49d9-929e-a8558671f4a3,90,236.4,48,42.4,3.1,5.7,18.3,230.4,390.1,31.2,8.2,12951.2,6.3,40.8,47.4,19.8,36.7,8,0
e6ea00cc-df15-4564-9459-7fdff1bc06ea,180,219,51.4,28.7,7,61.8,88.4,36.3,295.8,53.7,6.3,36601.1,12.2,99.7,21.6,14.6,16.4,9.8,0
1560d007-816f-4783-af7b-8a6655f94eea,187,233.9,22.3,36.7,4.4,10.1,743.3,225.5,98.1,10,8.5,3075.4,14.4,43.9,53.2,21.7,74.4,12.3,0
25f1da6f-50e0-4b81-b4a5-c97c80dd01e0,170,220.9,58.7,39.4,7.2,62,195.8,17.1,242.7,48.7,8.9,27948,14.4,81,51.8,23.8,59.7,1.4,0
43b469ec-3a99-4e54-bee7-dcfb8c63a8f8,139,231.5,6.1,41.8,5.4,25.2,827.9,239.8,25,32.1,8.4,12013.5,5.5,14.8,30.4,16.9,47.7,1.2,0
1c91e8e3-83b0-4ae8-9ad9-4379ce708f68,168,223.4,58,49.1,3.2,32.3,421.1,63,63.3,39.1,5.2,39155,3.8,7.7,89.2,17.6,33,2.6,0
984e279b-e726-4780-bdc4-1afed38eb2f3,75,230.2,17,24.8,3,70.9,114.6,476.9,73.9,37.1,5.9,23391.6,1.2,84,1.1,14.5,55.7,12.2,0
696d8e6a-afc5-49cd-b756-2a3a89919e95,68,232.3,3.8,20.3,0.4,53.6,728.1,299.4,365.4,55.3,8.6,3224.4,8.1,67.2,96.3,12.5,55.6,8.5,0
69b4e315-c88f-4c0b-b8e7-db9f70149297,86,216.1,25.7,15.1,8.7,73.5,962,215,163.7,19.7,6.3,32377.6,14.3,36,25.9,12.5,12.2,11.9,0
85369d50-d468-416e-8ee3-bdc10f2fab35,103,233.9,48.9,43.7,0.8,49.7,248.5,346.7,161.1,28,8.5,3911.1,7.4,67.1,57.5,17.6,57.9,11.6,0
179ff78b-d500-40d1-a7fc-68d5b07222d8,129,201.5,51.3,46.1,6.4,38.4,21.8,39.6,12.2,18.2,8.3,10929.7,4.8,62.8,54,22.2,55.3,14.9,0
05ea84dc-d1f4-4e1b-b231-80e410b3b1cd,199,227,33.7,20.2,0.9,32.9,321.5,294.4,46.4,39,7.9,2608.4,1.1,88.5,41.1,21.8,14.2,8.5,0
c299d6ea-9f58-4b4f-9c0d-b063bde844e2,113,243.1,4.3,36.6,2.2,9.5,334.3,390.2,113.7,33.8,7.7,13680.2,9.9,85.3,7,13.3,60.4,14.8,0
59bc6a75-6959-44be-b921-8fbfab8c50cb,86,225.6,10.1,14.1,3.9,74.8,141.7,460.6,152.7,11.4,5,22650.3,1.7,3.2,16.2,20.6,46.6,12.4,0
d8480095-e0a6-4261-beee-51e141cdb9a1,127,202.8,49.5,32.9,2.8,14.8,402.2,51.3,304,35.2,5.9,4311.6,13.8,15,19.5,16.8,17.4,7.2,0
fd5c3314-a2a4-4c97-96ad-7c7877d3130d,104,235.5,11.5,21.1,3.4,8.8,974.6,355.2,443.2,32.3,6.1,34448.6,1.5,14.4,37.5,11.2,3.5,6.8,0
e0918ce3-5806-40ea-9306-97850766de10,148,232.4,48.3,47.2,7.8,50,64.4,241.8,445.8,51,5.1,1999.5,7.2,72.6,61.9,23,57.2,8,0
b2d10cf4-bd1d-446d-b113-fd819a60bca6,134,245.1,39.5,9.6,5.5,38.6,290.4,75.3,53,39.1,8.5,11924,5.3,66.1,96.5,10.3,20.9,5.3,0
0eadd2de-c499-400f-ab57-705b9f500199,144,207.2,18.6,39.9,1.6,47.8,473.5,435,232.9,26.9,5.6,10508.5,13.6,41,68.4,10.8,58.9,10.8,0
73c890ff-6d90-43c0-8927-d03c9114ebfd,140,203.5,6.9,31,7.2,62.6,475.8,391.5,464.1,17,5.7,34865.9,2.3,62.1,41.3,22.5,59.7,7.4,0
b847a748-c46b-4a93-a639-f245ff239b1c,191,202.7,44.2,14.3,4.9,30.5,763.7,176.1,408.9,48.5,8.7,15469.8,5.4,22.6,5.6,17.7,16.7,5.1,0
030e143d-37ab-413c-a961-8f5342e3c419,143,218.2,10.1,30.3,9.1,8.4,498.4,494.2,171.6,19.7,8.4,874,13.2,60.2,29,15.5,41.9,14,0
acea255e-fd43-42fc-be7e-1f3776b3f658,114,218.3,6,34,2.1,73.6,552.1,327.3,35.1,41.6,5.3,21782.3,11.2,85.3,41.5,13.6,10.7,10.2,0
4016e598-ad3f-4836-a621-aaa17e6ad646,161,220,12.2,24.2,7.4,63.9,557.1,296.7,442.9,15.6,7.1,15069.4,7.1,78.2,60.3,23.1,40.8,11.9,0
d8da4ded-d3d3-4df4-a477-d59839a5d85f,134,247.8,6.3,5.2,2.3,55,727.9,200,396.6,31.3,8.3,39553,1.5,96,56.1,23.8,62.9,3,0
afa38448-c1c4-41b6-90f5-6fe843e92f97,111,209.6,9.1,37.3,8.9,46.2,236.3,492,440.2,55.7,7.7,93.4,7.2,71.4,0.2,23.6,17.5,8,0
a573b0ac-8d17-4e9a-a0f3-bca813431109,95,249.1,57.8,13.9,9.8,29.7,414.5,230,347.2,11.1,7.6,22611.4,12.8,35,17.3,14.4,50.8,9.9,0
5f094fcb-32fd-4b46-ae5f-443c9716daea,52,202,43.8,25.2,5.2,9.1,281.3,466.7,9.6,5.7,8.3,38521.6,5.5,77.4,12.9,20.4,21.1,10,0
09306bf8-bf77-441c-b3d6-9998538a8155,64,238.9,26.3,28,9.8,44.3,516.4,225.6,110.4,23.2,7.9,37013.5,5.4,49.4,31.7,13.8,36.2,13.2,0
93f0efd2-0767-43f6-b3b1-4da2ab9d4455,66,225.2,37.2,12.8,7.4,48.5,437.2,28.4,216.8,6.7,6.7,26428.3,8.6,62.1,66.5,15.3,51.2,14.9,0
01413085-553d-4dde-956c-930866dfd234,56,224.2,3.2,29.5,0.6,37,71.5,371,44.6,34.2,7.2,22494,3.7,19.2,14.8,15.3,60.7,2.9,0
23a0ca76-3441-484c-b55b-ef4e898294cf,65,211.1,4.9,15.4,5.3,22.6,747.7,89.6,421.6,25.3,5.8,1779.6,12,8.8,22.3,13.8,12.4,1.2,0
ea5f88fa-fdc6-4e21-9339-eac53f8c93c5,96,227.8,34.6,20.1,5.5,20.6,32.7,428.2,132.7,44.1,5.1,13670.8,7.1,94.4,91.1,19.3,37.4,3.3,0
b0d9eb18-e571-4d7c-b466-92d5acac2838,101,220.4,56.3,30.2,2.7,7.9,654.7,441.4,82.9,58.6,5,11559.7,4.6,38.2,56.1,20.2,72.3,2.6,0
b63ebd97-27a0-485d-a18c-518d2ecf4276,160,238,47.2,17.2,9.5,64,920.2,433.9,201.5,53.2,5.1,9563.3,10.7,96.7,12.5,15.6,21.4,8.3,0
5af91681-60dc-4291-a254-e1b882da3681,58,211.6,57.3,7.7,1.2,76,612.1,114.6,286.3,8.5,8.8,13503.6,3.5,59.3,94.7,19,62,14.3,0
ff0523e9-7ea1-47a3-9d12-59b3a6be1144,74,225.6,8.1,24.5,3,51.6,977.9,166.4,133.6,39.1,7.8,30457,7,94.3,35.9,24,31.1,12.4,0
92eb7e95-6032-4163-b67b-c62dae40cc75,147,249,9.5,37.1,6.4,33.9,433.7,17.8,266.4,9,8.8,32584.7,6,11.7,44.5,11.7,3.5,1.1,0
78266a64-f0df-4411-aafd-0c61e0e467e3,150,206.9,27.9,37.7,6.3,13.7,944,390.5,306.4,12.4,8.9,17967,9.3,30.7,12.4,14,11.2,3.8,0
f0d4cf8d-5d13-405d-9711-1dab625a81ee,183,224.7,33.4,17.5,7.3,66.7,637.6,214.1,194.5,11.1,8.6,15527.8,9.2,93.1,11.1,17.4,51.6,14,0
06c8f4ec-da06-4284-9d2b-a5688d6bdae2,109,224.1,1.8,21.9,9.1,75.4,42.9,136.1,22,35.1,7.1,33228.5,7.3,4.9,40.8,10.6,54.6,2.8,0
f4cb0f09-84e2-4468-9f09-74b2bceddd5d,85,213.1,34.5,32.6,3.1,45.3,508.5,300.1,474.4,51.4,6.3,6912.5,10.2,62.7,45.1,17.4,78.8,6.2,0
2fae3bc9-7c12-46f1-8e93-b0e63267410d,153,249.1,16,44.9,9.6,71.5,405.3,250.9,33.5,28.4,5.6,18748.2,5.7,12.9,29.4,20.3,28.2,5.4,0
bb22db35-7997-4006-a0af-691e456d4be7,154,215,9.9,25.3,5.1,17.7,566.3,400.6,385.2,20.6,8.8,11896.1,12,85.9,7.9,15.4,31.5,13.2,0
bf9eec81-f4d9-4dc8-9495-01f6ead66af6,121,222.3,51.5,12.8,1.5,19.5,165.5,76.7,82.3,27.1,8.6,8676,11.8,10.5,88.1,21.5,25.9,3,0
fd09f0c2-29f5-42c7-9652-8cf79a570b24,156,208.4,47.2,29.4,6,69.2,216.7,399,220.5,58.4,5.5,36840.7,3.5,46.6,87.3,16.5,69.3,5.4,0
4bf97b44-27a0-4703-bbbc-581e25fac10e,85,226.3,43.9,5.9,1.3,69.2,535.4,195.1,22.1,27.9,5.4,32595.2,6.5,53,10.6,10.5,16.4,4.2,0
6ded38f4-699c-4566-ab85-c17cac802163,63,233.7,46.9,48.3,8.4,41.4,254.8,48.9,142.1,18,6.7,4426.5,13.4,6.3,16.2,17.4,3.5,13.8,0
f8ee769e-f720-4a6f-b501-4a8270dd89a9,70,230.2,53.5,25.3,9.4,13,451.7,326.3,476.9,48.6,7,2633.3,4.2,94.4,69.9,10.9,21.6,11,0
4c75ce52-f5b4-4d43-a4e0-ef13fba96706,156,237.6,45.9,10.4,1.9,53.8,161.7,300.5,278.4,48.1,5.2,24500.3,9.1,71.4,63.8,15.4,24.5,9.9,0
d7815134-69ff-4a69-b2f4-43b5ecc0e202,67,229.2,3.6,22.8,8,37.9,678.3,125.7,386.5,31.6,6.5,24148.4,10.5,25.5,84.3,18.2,12,1.3,0
69a51314-7beb-424e-8007-1d881e00834e,63,231.4,58.8,27.8,9.2,7.9,310.2,196.2,167.7,32,7.7,25383.8,6.8,5.3,78,23,1.6,4.8,0
2a3f633c-738a-406f-9257-e9d2fbdc9232,171,220.5,47.1,32.5,0.5,23.1,514.3,268.4,13.4,40.3,5.4,1827.4,14,59.3,22.3,18.1,29.5,7.7,0
f6cd381b-9a58-4164-9489-243ffbb0b298,92,224.7,40.1,18.5,8.1,66.5,356.6,238.5,207.7,10.1,5.9,30527.2,3,52.8,61.1,13.4,8.4,6.1,0
7c72739e-2553-4a58-a8eb-8da23f527d52,166,230.9,42.3,21,3.7,77.7,592.2,402,209.2,30.4,8.6,2971.4,8.6,32.5,22.9,24.6,48.8,8.3,0
f3699e66-79e3-479c-b409-4d447c4504c0,187,250,55.4,15.1,5.3,53.9,461,150.3,187.4,12.7,6.4,19830.6,11.1,23.3,92.3,24.8,70.1,1.8,0
627b5a8f-af25-4d5e-a7dd-8d0796ef1311,185,225.6,4.1,32.3,4.8,17.8,723.3,171.6,244.8,31.1,6.5,26363,5.4,28.5,79,13.8,25.8,1.4,0
5f92804a-3ce1-4fe8-8812-33641843afe6,178,212.3,32.7,37.9,4.2,5.1,134,468.1,147.8,56.7,8.5,20485.3,8.1,13.7,72.4,11.6,29.1,2.8,0
566b9c65-914e-496f-8357-6fa5030bdf7f,100,207.4,46.6,20.6,2.9,71.6,797,386.7,459.7,15.2,7.2,15480.5,10.5,98.2,59.2,23.9,34.4,4.8,0
acebd3f9-5266-4578-8b65-a94790dbec28,94,244.7,25.2,46.9,4.9,9.1,634.3,423.9,192.4,42.8,5.3,36416.1,14.2,31.1,34.9,10.6,55.4,10.7,0
d461fef9-c79f-4137-b4fc-0bec00b8138e,51,234.8,24.2,15.1,3,64.2,403.5,294.4,220.2,19.3,6.2,19967.2,10.8,5.1,25,23.2,45.6,5.2,0
7c6c250f-8a21-4294-a7ee-984f36bab08d,91,212.4,4.1,17.1,3.8,61,791,14,358,6.1,6.1,23798.7,11.3,37.7,64.4,22.9,71,7.1,0
b876975b-7afa-4906-a001-a76efa2c83b4,58,249.9,0.9,31.4,5,14.2,488.1,36,259.6,21.7,9,3996.7,13.3,68.9,16.5,24.2,24.9,7.7,0
4d3c4b4b-877a-4a90-b7ce-6e06958af20e,182,243.3,57,20.6,1.8,52.7,153.8,469.5,213.9,25.2,8.2,5712.1,10.9,93,79.6,23.2,77.8,5.8,0
30616868-2dca-4fa7-bb1d-4c09a8a85499,140,230,24.7,40.9,0.6,26.3,310.6,51.4,98.2,43.1,8.4,37999.3,11.3,72.9,43.6,20.7,1.6,14.7,0
0f6b6e26-ae48-4f16-8537-48d3e572426e,77,214.7,7.2,43.4,4.3,48.1,87.7,299.9,474,14.1,5.7,35205.4,12.8,19.8,71.5,21.8,12.8,4.2,0
048fbf00-6d03-4999-9539-364fd0d289fd,163,218,44,27.3,5.2,68.1,423,98.7,450.2,53.1,5.3,31285.5,5.7,72,67.5,18,76.6,14.2,0
58123af5-7933-42d9-b4a8-53a146dcde20,70,202.2,20.6,40,9.9,6.4,756.1,353.7,248.9,19.1,6.5,4072.2,2.9,7.9,23.1,16,70.3,11.3,0
06b27ebf-9f73-45ab-b52c-5a3f2d332014,88,248.5,35.1,35.2,6.4,37,936.5,381.1,79.2,44.4,6.7,38698.1,5.1,50.1,28,21.9,15.9,8.9,0
3326d3f0-dcea-450e-9f50-ce5a93b9d4a5,77,222.2,43.4,10.9,1.7,14.4,107.4,122.7,26,52.1,8.2,37371.5,1.5,84.6,35.9,10.6,72,2.6,0
634a3178-d106-4397-8729-ef04dee991f4,97,229.9,20.1,23.1,0.6,49.1,882.8,246.5,243,42.7,7.5,16093.6,14.3,78.4,22.6,13.3,28.6,11.4,0
2527349c-474f-4bc6-bfe1-09afb7a0d64f,63,212.6,57.9,41.7,6.7,67.5,192.6,187.2,460.6,33.9,6.5,24923.2,11.5,2.1,38,10.9,37.2,2.3,0
8d7a3203-4cf3-4290-842f-c084faf187d4,56,208.7,42.2,29.3,6.3,56.6,463.2,495.4,430.3,17,7.5,34481.7,10.3,4.5,90.3,11.6,78.3,1.9,0
e4fcbd2a-df9b-4812-91c0-f622dd50dc8c,136,235.5,5.8,37.9,8.4,57.4,676.1,276.4,226.3,55.3,7.2,23273.8,5.8,24.6,66.4,17.1,76.9,7.5,0
b0203141-b1a0-4a82-8598-6c8fa9033c31,181,220.9,38.6,20.2,2.8,74.3,822,437.2,38.2,28,8.5,21987.2,11,88.5,28.8,20.3,55.6,8.1,0
3109319c-6c09-4b5d-b78d-1c3f7df2269e,170,238.1,19.8,32.5,6.6,77.9,450.8,3.7,120.9,51,6.4,13474.4,4.5,51.8,15,10.3,29.9,10.7,0
f2ba5cb6-84e1-43e3-999e-1f491f87870d,89,217.7,33,6.2,6.7,31.2,470.4,202.5,119.7,20.6,5,22799,7.3,24.2,87.2,18.9,52.9,8.3,0
174756d1-616c-433d-829f-d67a5655cb16,125,232.7,43,13.9,5.5,12.4,321.9,190.1,360.6,44.1,8.2,21262.5,14.8,17.9,59.4,23,28,8.6,0
e599b1ca-55f4-4253-b272-bb8cf21c8d4c,182,220.3,58.2,41.2,0.7,38.3,670.3,99.7,181.4,34.6,5.3,24545.7,12.7,43.5,87.4,11.4,16.5,13.3,0
7d462151-abd4-449f-b7d4-a4d2eb4d494e,175,235.5,25.9,21.6,1.9,64.1,640.3,352.5,435.7,47.5,6.9,29247.5,7.4,74.4,7.4,16.8,8.2,1.6,0
78bb7fca-b818-4747-8429-69b8ad40e9d2,112,243.4,51.2,17.1,3.9,61.3,16.9,246.7,265.6,31.1,8.5,5488,9.9,50.6,1,13.7,70.4,14.3,0
bad19301-c75e-4378-bd98-991743674a93,165,228.2,20.4,20.7,1.4,48.6,851.9,205.9,493.7,22.9,8.7,15847.1,13.5,94.1,97.1,23.4,64.3,6.9,0
14c4d997-6ab5-432d-a969-90ec5028adaa,155,226.5,39.7,49.4,7,74.1,37.4,236.7,470,15.3,6,17376.7,13.7,10.6,28.2,23.7,79.1,5.7,0
652eced8-c555-4fcb-bae8-74d6d9ed2104,51,212,21.1,17.7,1.9,29.9,515,458.3,338.8,15.4,7.6,22795.7,7.6,82.1,31.9,10.1,30.4,4.9,0
40d3ddd3-299c-412c-9794-fa296dbd2725,78,217,47.7,38.1,6.9,5.3,800.8,375.7,370.8,42.4,7.6,21008.2,6.4,17.9,42,18.8,13.5,2.3,0
dfc80e54-f9e9-47d8-a722-fd768513411a,103,236.6,0.4,6.3,0.9,18.5,21.2,164,141.5,5.4,5.6,16389.2,14.9,54.2,51.4,15.8,32.5,2,0
e2734313-8e9f-40b8-a55a-726b3e7c05c0,118,208.3,6.5,25.5,8.6,77.9,588.9,360.9,84.6,33.9,7.4,30512.3,13.8,15.4,98.6,10.4,24.4,11.4,0
3f4aaaee-2757-4191-8fd2-c8df1e4843c2,165,212,20.5,15.4,1.4,66.6,464.2,88.8,278.6,42.1,5.2,30556.4,13.5,57.8,45.7,11.1,73.7,8.2,0
fba9b673-3c4c-4790-94eb-164e463a1c31,55,201,16.5,35.5,9.3,60.3,995.6,150.3,408.4,54.8,8.8,33883.6,4.9,63.6,4.6,11.9,6,9.3,0
5dc6464d-8c5e-4927-9c7f-2a064edc55d2,199,236.7,18.8,35.1,2.3,44,490.6,316,394.6,47.4,8.2,28158.4,1.8,65.6,85.1,23.1,18.3,2.8,0
507234cb-667a-4761-8037-afd8c0bb0ac5,150,208.6,54.4,5.6,9,16.4,183.2,395.3,467,37.7,8.2,38098.2,2.8,13.9,43.8,17.6,15.2,14.1,0
5635c0ca-ee4f-4bc4-a741-eeac24db5068,73,246.1,21.1,43.3,3.5,60.3,918.6,43.1,134.5,41.3,7.3,31367.8,4.4,58,27.1,21.2,78.4,13.3,0
37c8ff1f-dffa-4516-a85f-701590ee7802,107,210.4,56.7,32.7,0.4,54.1,568.6,38.9,202.5,11.4,6.4,39156,5.7,92.2,45,21.5,74.6,9.4,0
94bb447b-8a2f-4d6c-8709-e6c671c72a97,110,230.9,58,16.6,9.4,66.5,165.7,230,442.9,49.1,6.3,32045.6,2,10.9,0.4,10.6,72.2,1.1,0
99d2446a-6d30-4ff4-afe4-d7da3ce056a3,184,221.3,53.5,32.2,4.5,8.3,839.6,162,240.2,28.8,7.5,17272.1,11.5,23,53.5,11.1,42.9,2.2,0
a459929a-2489-4642-be5d-69cc5f0b892e,175,249.6,47.2,38.4,0.7,55.7,52.7,388.3,298.9,23,5.3,30080,12.2,66.4,49.3,24,40.8,6,0
099692ab-4b29-4921-85f5-f1d88dcbcc27,94,206.5,1.3,7.3,5.5,50,944,59.5,430.6,42.2,8.7,3606.2,12.1,18.6,71.3,24.9,12.7,9.3,0
5d378f11-7ce7-49e1-810d-f639694ab426,159,221.7,35.2,11.6,8.9,31.6,213.1,478.9,15.7,44.6,8.1,9581,13.5,96.6,38.3,18.4,2,6.8,0
ece60839-17dc-4929-8a92-e834a39f68bb,75,235.9,9.5,16.1,4.3,16.2,239.2,444.9,93.8,35.5,5.7,28517.7,3.3,26.3,25.4,18.2,73.7,5.5,0
9c8aa95f-865b-428d-ac89-b8f237af9f08,115,225.2,11.4,48.2,5.9,7.9,564.9,482.7,165.9,11.3,6.2,1042.6,10.9,47.3,85,18.5,28.1,2.5,0
4ff538f0-ac97-48b8-8f42-335abcadf000,78,200.4,40.7,20.3,1.1,17.3,899.7,420.1,427.6,17.6,7.5,975.8,10.2,62.9,81.7,19.3,10,1.3,0
1bcb53f2-41ea-4903-8eca-e90b810275d0,131,200.2,26,40.9,4,75.1,703.3,498.1,42,53.9,5.6,890.6,3.6,48.1,56.6,10.6,46.9,14.9,0
9d211529-5c07-4a63-bfed-b36052590ac5,182,215.1,17.7,22,4.6,54.4,511.7,299.1,229.6,19.5,6.9,24858.6,5,46.1,72,16.9,24.6,4.6,0
7b45b772-28d8-4c13-84f2-42f63baec0ee,112,208.5,41.2,9.2,2.8,52.1,176.5,122,482.7,17.8,7.8,657.3,12.9,41.3,22.5,15.8,42.7,12.4,0
a97cbb7c-bd47-40f5-bbab-62ed8ce635fc,129,219.5,14.7,28.6,2.4,65,794.4,90,256.9,18.1,8.4,13512.9,11.6,33.8,47.2,17.7,1.7,8.5,0
e0716ee8-d0b7-40e8-9f73-e501cc61f521,175,245.2,36.4,46.9,4.4,32.3,504.7,496.3,410.7,36.9,5.1,14384.1,12.6,5.1,50.2,22.2,41,12.6,0
793d03f8-538f-4891-a8e1-80e4f52eb82d,195,230.3,4,38.8,4.9,46.3,481.8,383.8,272.1,42.5,7.4,579.7,11.4,38.1,84.2,15.3,34.5,6.1,0
bcc513f1-c1a0-4902-be3e-919021be2a69,199,227.9,42.6,48.2,1.8,59.2,871,205.2,490.8,59.6,6.5,27243.4,4.7,92.7,52,12.2,7.7,2,0
828ff802-6c43-4243-b4a8-d19fdfe46596,169,222.1,12.4,25.4,3.1,10.7,705.9,124.3,455.9,34.1,5.4,34910.5,5.5,47.2,93.5,22.4,30.9,1.5,0
6b45325e-0d83-4dce-bbbc-790dbced3215,74,213.1,12.9,17.9,3.9,18.4,538.3,371.8,288.3,36.8,6.9,4035.2,4.1,24.5,13.2,16.3,45.3,8.1,0
5c396a53-2c9c-4bdc-9409-1c4359534b86,142,223.5,31,33,3.7,16.5,410.5,294.6,19.7,44.9,8,38562.5,11.1,10.4,17,11.8,15.4,7,0
6a3b731a-659c-4dd2-b4db-d78c471b1c76,72,243.9,18.3,48.1,6.4,30.3,683.3,113.4,253.7,30.8,6.8,28014.2,7.2,78.5,52.4,23,20.3,10,0
543d9a0b-92d9-4904-abbe-63daa7f6e360,196,238.9,24.9,35.6,4.7,55.4,952.6,168.7,122,58.4,5.6,13035.7,7.5,43.3,44.2,11.5,74.3,2.2,0
5828815d-7b73-4294-b4c9-161e65fe18e4,122,212,13.8,17,6.4,36.6,493.4,85,101,9.4,6.8,35254.5,14.8,6.8,61.4,16.5,32.4,4.5,0
9744f455-d1d2-4446-acca-ab7030a2246f,76,210.3,22.4,39.5,8.9,33.3,884.5,296.7,452.2,20.8,6,20384.2,9,71.4,37.9,22.1,37.4,5.5,0
c5d05e17-607d-486e-b036-5a80693cd0fa,184,244.9,53.4,45.6,1.9,12.4,853.9,332.1,82.4,25.1,7.6,10361.3,5.9,93.7,69.5,19.5,68.1,12,0
a0953b2d-a4b6-47f2-81f6-1b8b2b40a60b,155,247.2,22.3,19.3,5.7,5,166.7,440,419,37.7,6.9,14466,2.6,94.1,44.2,20.6,76.8,14.1,0
b09c13cc-8edf-4a1d-8786-a870cd9a9e53,163,248.1,53.2,23.2,3.5,14.5,564.9,43.2,472.7,39.4,7.8,38034.2,9.2,31,69.3,15.5,75.8,5.6,0
8857057b-845a-4ae7-859e-71a98c7bde34,178,204.8,13.8,12.8,6.8,33.7,816.3,25.8,455.2,8.7,7.7,12226.7,2.9,18.8,77.4,20.6,46.5,5.7,0
3b7988e7-b64c-4bcb-872f-afe185d1a531,145,246,36.4,21.1,6.9,12.4,804.4,195.7,455.1,51.1,5.2,7403.2,8,59.1,64,16,75.5,7.6,0
e625b48e-3bd3-4df0-a696-0920b3d603a6,184,233.9,52.5,13,8.3,26.2,948.8,201.6,446.4,38.4,5.2,15502.2,8.4,95.2,33.7,19.8,6.3,14.5,0
7ba1a479-a9bb-4880-a46b-11ef74f3fea0,195,217.6,53.7,49.6,3.9,46.1,491.8,382.5,110.6,33.4,8,11731,5,89.7,59.1,19.8,49.2,2.1,0
081b8a7d-62e9-4d38-a552-20d84f0b5f0a,108,218.1,18.6,46.5,0.3,13.1,106.5,393,390.6,41.5,7.9,249.1,9.3,81.9,20.1,11.1,32.8,12,0
f5daa76f-145b-41c6-aaa0-21853dfe7f92,86,218.3,22.4,21.1,2.1,48.5,254,119.8,265.1,29.1,6.9,28730.2,12.8,10.8,8.8,19.8,26.7,10.2,0
ad3fd1f8-9f23-40f6-a80d-a69f6c9b764a,152,200.9,22,11.3,7.4,66.3,950.8,430.1,177.5,9.7,7.5,25537.3,1.1,57.3,96,23.3,26.6,4.3,0
65e76095-5b27-46c7-bce4-fd788c34e5e1,136,248.3,6.1,44.9,2,36.3,54.9,143.6,94.6,21.5,7.5,13078.6,8.2,88.8,21.9,21,38.5,14.7,0
d1b59abe-1f44-4dd8-9a0a-69dabd429423,186,200.7,32.7,15,6.4,7.2,296.9,199.4,64.5,46.4,6,17272,11.1,89.3,86.5,23.4,6.9,7.6,0
0c210312-b5e7-4995-8ea0-d3244249f69e,115,249.6,2.4,29,4.1,31,150.2,372.4,247.8,6.6,8.6,28262.9,8.6,46.6,76.6,24.2,57.6,2,0
fb9cef01-302f-4511-8065-98d69e5e8d3d,132,200.9,5.4,45.7,8.7,75.4,956.1,23.4,384.3,17,6.8,32465.3,2.9,83.3,33.2,21.3,55.9,5,0
23a01273-83b0-4680-a5a6-1c23526a2aa2,191,204.1,47.1,28.8,6.9,67.5,627,188.4,292.6,11.4,5.8,14299.8,4.5,33,86.5,21.4,54.1,6.6,0
0bdfd6d8-466d-442a-8c7c-f57a305466bb,52,217.7,24.4,39.5,0.4,79.6,810.1,257.2,244.2,52.9,6.8,35463.7,9.2,86.6,61,23,7.2,2.8,0
dddc38ff-71df-4b14-849a-98a481f47081,174,204.8,45.2,42.7,4.6,40.2,176,119.5,7.9,26.9,8.8,32282,13.6,92.3,48.2,22.4,20.8,13.6,0
4be50a3b-1414-41a9-a1c9-aa1e2fa31eba,116,216.5,33.6,20.2,6.4,23.6,875.3,309.6,236.6,5.6,6.5,15607.7,4,48.1,83,18.7,35.7,7.1,0
88225bcf-a759-4f86-9f51-73c33134455c,68,206.9,46.6,40.5,2.5,77.2,43.7,9.2,355.7,29.2,6.9,10779,6.6,90.6,94.3,19.3,59.7,7.4,0
0f1e91cb-5c66-405b-a121-4b9d3cd23e3f,92,213.1,25.1,26.3,2.8,16.6,562.5,111.3,52.4,26.2,9,19902.5,2,78.4,1.7,21,7.9,9.3,0
cf1bd87d-5146-4b41-9c42-25731d281c26,141,238.7,32.2,18.6,4,68.3,962.4,432.7,241.6,32,5.5,38231,12,69.2,98.2,20.9,8.6,5.4,0
2b3fb3a9-fa2b-4b38-8bca-09bc8b133098,186,206.6,28.2,13.6,4.9,75.1,613.2,253.8,336.1,19,5.5,37951,13.5,58.1,0.2,15.5,44.2,9.1,0
f85d4792-2039-4eed-92df-70eb8f325dd1,170,227.6,3,49.9,2.2,68.4,988.6,154.7,19.6,5.3,8.5,18790.1,8.3,2.4,70,16.2,67.2,2.4,0
ebad6249-789e-4d7d-804c-78533e6297ca,87,216.3,37.3,49.8,9.9,22.4,205.7,480.4,350.1,45.7,8.4,24326.3,3.7,58.9,22.4,17.3,65.7,9.9,0
2649d993-2461-4733-b249-f288d6145a94,65,226.1,51,27.4,2.7,39.7,510.9,293.4,178.1,15.1,8.4,26254.8,4.5,21.4,62.9,15.1,48.2,5.5,0
ea00ae16-00bd-4f73-ad8f-a46c5a1c7c26,85,230.6,36.1,9,6,21.9,694.6,420.6,25.5,33.2,7.9,29372,8.3,20.3,57.9,13.4,71.7,10.4,0
